locustag_in_Ngo	GN_in_Ngo	type_in_Ngo	product_in_Ngo	locustag_in_Nmen	GN_in_Nmen	locustag_in_FA1090	GN_in_FA1090
NGFG_01376		gene	delta-1-pyrroline-5-carboxylate dehydrogenase	NMB0401	putA	NGO_1552a	putA
NGFG_02435		gene	opacity protein	NMB1465		NGO_1040a	
NGFG_02436		gene	hypothetical protein			NGO_07715	
NGFG_01375		gene	hypothetical protein			NGO_1559	
NGFG_01374		gene	exodeoxyribonuclease III	NMB0399	xth	NGO_1561	xth
NGFG_01373		gene	ArsR family transcriptional regulator	NMB0398		NGO_1562	
NGFG_01370		gene	nicotinate-nucleotide diphosphorylase (carboxylating)	NMB0396	nadC	NGO_1565	nadC
NGFG_01369		gene	hypothetical protein	NMB0395		NGO_1566	
NGFG_01368		gene	quinolinate synthase A	NMB0394	nadA	NGO_1567	nadA
NGFG_01367		gene	L-aspartate oxidase	NMB0392	nadB	NGO_1568	nadB
NGFG_02437		gene	transposase			NGO_01000	
NGFG_01366		gene	beta-phosphoglucomutase	NMB0391	pgmB		pgmB
NGFG_01362		gene	ABC transporter ATP-binding protein	NMB0387	ettA	NGO_1573	ettA
NGFG_01361		gene	phosphatidylglycerophosphatase A	NMB0386		NGO_1574	
NGFG_01360		gene	thiamine-monophosphate kinase	NMB0385	thiL	NGO_1575	thiL
NGFG_01357		gene	outer membrane protein P.III	NMB0382	rmpM	NGO_1577	rmpM
NGFG_01356		gene	LysR family transcriptional regulator%2C Cys regulon transcriptional activator	NMB0381		NGO_1578	
NGFG_01355		gene	CRP/FNR family transcriptional regulator%2C anaerobic regulatory protein	NMB0380	fnr	NGO_1579	fnr
NGFG_01354		gene	oxygen-independent coproporphyrinogen III oxidase	NMB0379	hemN	NGO_1580	hemN
NGFG_01353		gene	PiT family inorganic phosphate transporter	NMB0378		NGO_1581	
NGFG_01351		gene	anhydro-N-acetylmuramic acid kinase	NMB0377		NGO_1583	
NGFG_02438		gene	MafA family adhesin protein	NMB0375	mafA	NGO_1393	mafA
NGFG_01350		gene	MafB family adhesin protein	NMB0374	mafB	NGO_1392	mafB
NGFG_01349		gene	hypothetical protein			NGO_1588	
NGFG_01348		gene	hypothetical protein	NMB0372		NGO_1589	
NGFG_02439		gene	hypothetical protein	NMB0371		NGO_1590	
NGFG_01347		gene	hypothetical protein	NMB0370		NGO_1591	
NGFG_02440		gene	hypothetical protein			NGO_1592	
NGFG_01346		gene	hypothetical protein			NGO_1593	
NGFG_01345		gene	hypothetical protein			NGO_1594	
NGFG_01343		gene	hypothetical protein			NGO_1595	
NGFG_01341		gene	hypothetical protein	NMB0659		NGO_1596	
NGFG_01340		gene	hypothetical protein				
NGFG_01339		gene	hypothetical protein	NMB0366		NGO_08475	
NGFG_02441		gene	hypothetical protein				
NGFG_01338		gene	endonuclease	NMB0361		NGO_1598	
NGFG_01337	ampG	gene	MFS transporter%2C PAT family%2C beta-lactamase induction signal transducer AmpG	NMB0360		NGO_1599	
NGFG_01336		gene	glutamine synthetase	NMB0359	glnA	NGO_1600	glnA
NGFG_01335		gene	shikimate dehydrogenase	NMB0358	aroE	NGO_1602	aroE
NGFG_01334		gene	monofunctional biosynthetic peptidoglycan transglycosylase	NMB0357	mtgA	NGO_1603	mtgA
NGFG_01332		gene	lipopolysaccharide ABC transporter ATP-binding protein	NMB0356	lptB	NGO_1605	lptB
NGFG_01331	lptA	gene	lipopolysaccharide transport periplasmic protein LptA	NMB0355	lptA	NGO_1606	lptA
NGFG_01330		gene	hypothetical protein	NMB0354	lptC	NGO_1607	lptC
NGFG_01329		gene	YrbI family 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	NMB0353		NGO_1608	
NGFG_01328		gene	KpsF/GutQ family sugar isomerase	NMB0352		NGO_1609	
NGFG_01327		gene	transaldolase	NMB0351	tal	NGO_1610	tal
NGFG_02442		gene	hypothetical protein				
NGFG_01326		gene	hypothetical protein			NGO_08550	
NGFG_01325		gene	glutamyl-Q tRNA(Asp) synthetase	NMB0349		NGO_1611	
NGFG_01324		gene	tRNA dihydrouridine synthase A	NMB0348	dusA	NGO_1612	dusA
NGFG_01323		gene	phage integrase/recombinase			NGO_1613	
NGFG_01322		gene	phage protein			NGO_1614	
NGFG_02443		gene	phage protein			NGO_1615	
NGFG_02444		gene	hypothetical protein			NGO_1131	
NGFG_02445		gene	phage protein			NGO_1130	
NGFG_02446		gene	phage protein			NGO_0467	
NGFG_02206		gene	phage protein			NGO_0468	
NGFG_02207		gene	phage protein			NGO_0469	
NGFG_02208		gene	phage protein			NGO_0470	
NGFG_01320		gene	phage protein			NGO_1622	
NGFG_01319		gene	phage protein			NGO_1123	
NGFG_01318		gene	phage protein			NGO_1624	
NGFG_01316		gene	phage protein			NGO_1626	
NGFG_01315		gene	phage protein			NGO_1627	
NGFG_01313		gene	phage protein			NGO_1629	
NGFG_01312		gene	phage repressor protein			NGO_1630	
NGFG_01311		gene	hypothetical protein			NGO_08655	
NGFG_02225		gene	phage protein			NGO_0480	
NGFG_02226		gene	phage protein			NGO_0481	
NGFG_00632		gene	phage protein			NGO_1633	
NGFG_00633		gene	phage replication protein O domain protein				
NGFG_00634		gene	phage replication protein			NGO_1636	
NGFG_02243		gene	phage protein			NGO_0487	
NGFG_02447		gene	phage protein				
NGFG_02448		gene	phage protein			NGO_0488	
NGFG_02449		gene	phage protein			NGO_1640	
NGFG_02450		gene	hypothetical protein			NGO_1137	
NGFG_02239		gene	phage protein			NGO_06650	
NGFG_02070		gene	phage protein	NMB1749		NGO_1263	
NGFG_02071		gene	phage protein	NMB1748		NGO_1264	
NGFG_02452		gene	hypothetical protein				
NGFG_02453		gene	integral membrane protein	NMB1550		NGO_1646	
NGFG_02454		gene	Zona occludens toxin	NMB1551		NGO_1647	
NGFG_02455		gene	transposase	NMB1552		NGO_1648	
NGFG_02095		gene	phage protein			NGO_1649	
NGFG_02096		gene	phage protein				
NGFG_02097		gene	phage protein			NGO_0519	
NGFG_02098		gene	hypothetical protein				
NGFG_02100		gene	phage protein	NMB0897		NGO_1651	
NGFG_02102		gene	phage protein			NGO_1652	
NGFG_02103		gene	hypothetical protein			NGO_1653	
NGFG_02104		gene	D-tyrosyl-tRNA(Tyr) deacylase	NMB0347		NGO_1654	
NGFG_02105		gene	hypothetical protein	NMB0346		NGO_1655	
NGFG_02106		gene	hypothetical protein	NMB0345		NGO_1656	
NGFG_02107		gene	BolA-lie protein	NMB0344		NGO_1657	
NGFG_02108		gene	hypothetical protein	NMB0343		NGO_1658	
NGFG_02109		gene	intracellular septation protein A	NMB0342		NGO_1659	
NGFG_02111		gene	lactoylglutathione lyase	NMB0340	gloA	NGO_08805	gloA
NGFG_02112		gene	hypothetical protein	NMB0339	lapB	NGO_1662	lapB
NGFG_02113		gene	hypothetical protein	NMB0338		NGO_1663	
NGFG_02115		gene	branched-chain amino acid aminotransferase	NMB0337	ilvE	NGO_1665	ilvE
NGFG_02116		gene	enoyl-[acyl-carrier-protein] reductase [NADH]	NMB0336	fabI	NGO_1666	fabI
NGFG_02117		gene	2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase	NMB0335	dapD	NGO_1667	dapD
NGFG_02118		gene	glucose-6-phosphate isomerase 2	NMB0334	pgi	NGO_1668	pgi
NGFG_02119	pilC	gene	type IV pilus assembly protein PilC	NMB0333	pilG	NGO_1669	pilG
NGFG_02120		gene	type 4 prepilin-like protein leader peptide-processing enzyme	NMB0332		NGO_1670	
NGFG_02121		gene	dephospho-CoA kinase	NMB0331		NGO_1671	
NGFG_02122	oRFY	gene	UPF0243 zinc-binding protein ORFY	NMB0330	yacG	NGO_1672	yacG
NGFG_02123	pilF	gene	type IV pilus assembly protein pilF	NMB0329	pilB	NGO_1673	pilB
NGFG_02124		gene	UPF0756 membrane protein	NMB0327		NGO_1674	
NGFG_02125		gene	octaprenyl-diphosphate synthase	NMB0326	ispB	NGO_1675	
NGFG_02126		gene	50S ribosomal protein L21	NMB0325	rplU	NGO_1676	rplU
NGFG_02127		gene	50S ribosomal protein L27	NMB0324	rpmA	NGO_1677	rpmA
NGFG_02128		gene	UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase	NMB0323	ubiM	NGO_1678	ubiM
NGFG_02129		gene	50S ribosomal protein L33			NGO_1679	rpmG
NGFG_02130		gene	50S ribosomal protein L28	NMB0321	rpmB	NGO_1680	rpmB
NGFG_02456		gene	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	NMB0319	farB	NGO_1682	farB
NGFG_02457		gene	multidrug resistance efflux pump membrane protein A	NMB0318	farA	NGO_1683	farA
NGFG_02134		gene	NADPH-dependent 7-cyano-7-deazaguanine reductase	NMB0317	queF	NGO_1684	queF
NGFG_02135		gene	hypothetical protein	NMB0316		NGO_1685	
NGFG_02136		gene	metallopeptidase	NMB0315		NGO_1686	
NGFG_02137		gene	hypothetical protein	NMB0314		NGO_1687	
NGFG_02138	ompU	gene	outer membrane protein OmpU	NMB0313		NGO_1688	
NGFG_02140		gene	hypothetical protein	NMB0311		NGO_1690	
NGFG_02141		gene	membrane protein	NMB0310		NGO_1692	
NGFG_02142		gene	adenylate cyclase	NMB0309		NGO_1693	
NGFG_02143		gene	dihydrofolate reductase	NMB0308		NGO_1694	
NGFG_02144		gene	3-deoxy-7-phosphoheptulonate synthase	NMB0307	aroG	NGO_1695	aroG
NGFG_02147		gene	major outer membrane protein			NGO_08995	
NGFG_02148		gene	major outer membrane protein			NGO_09000	
NGFG_02149		gene	hypothetical protein				
NGFG_02458		gene	comEA protein	NMB0299		NGO_1178	
NGFG_02459		gene	hypothetical protein				
NGFG_01612		gene	cytochrome c assembly protein	NMB0296	ypjD	NGO_1699	ypjD
NGFG_01613		gene	signal recognition particle protein	NMB0295	ffh	NGO_1700	ffh
NGFG_01614		gene	hypothetical protein			NGO_1701	
NGFG_01615		gene	hypothetical protein	NMB0292		NGO_1702	
NGFG_02069		gene	hypothetical protein			NGO_0773	
NGFG_02460		gene	hypothetical protein			NGO_1704	
NGFG_01616		gene	oxidoreductase	NMB0291		NGO_1705	
NGFG_01617		gene	LysR family transcriptional regulator	NMB0290		NGO_1706	
NGFG_01618		gene	deoxyribodipyrimidine photo-lyase	NMB0289		NGO_1707	
NGFG_01619	dinG	gene	ATP-dependent DNA helicase DinG	NMB0287	dinG	NGO_1708	dinG
NGFG_01620		gene	hypothetical protein	NMB0286		NGO_1709	
NGFG_01621		gene	acyltransferase	NMB0285		NGO_1710	
NGFG_01622		gene	adenylosuccinate lyase	NMB0284	purB	NGO_1711	purB
NGFG_01623		gene	hypothetical protein	NMB0283		NGO_1712	
NGFG_01624		gene	exoribonuclease II	NMB0282		NGO_1713	
NGFG_01625	surA	gene	peptidyl-prolyl cis-trans isomerase SurA	NMB0281		NGO_1714	
NGFG_01626	lptD	gene	LPS-assembly protein lptD	NMB0280	lptD	NGO_1715	lptD
NGFG_01627		gene	phosphotransferase	NMB0279		NGO_1716	
NGFG_01628	dsbA	gene	thiol:disulfide interchange protein DsbA	NMB0278		NGO_1717	
NGFG_01630	mviN	gene	integral membrane virulence factor MviN	NMB0277	murJ	NGO_1718	murJ
NGFG_02461		gene	hypothetical protein				
NGFG_01631		gene	hypothetical protein	NMB0276		NGO_1719	
NGFG_01632		gene	indole-3-glycerol phosphate synthase	NMB0275	trpC	NGO_1721	trpC
NGFG_01633	recQ	gene	ATP-dependent DNA helicase RecQ	NMB0274	recQ	NGO_1722	recQ
NGFG_01634		gene	hypothetical protein			NGO_1723	
NGFG_01635	bioH	gene	carboxylesterase BioH	NMB0271		NGO_1724	
NGFG_01636	bioH	gene	carboxylesterase BioH	NMB0270	bioH	NGO_1725	bioH
NGFG_01637		gene	comF family protein	NMB0269		NGO_1726	
NGFG_01638		gene	tRNA (cytidine(34)-2'-O)-methyltransferase	NMB0268	trmL	NGO_1727	trmL
NGFG_01639		gene	rare lipoprotein A	NMB0267		NGO_1728	
NGFG_01640		gene	hypothetical protein	NMB0266		NGO_1729	
NGFG_01641	ruvA	gene	Holliday junction ATP-dependent DNA helicase ruvA	NMB0265	ruvA	NGO_1730	ruvA
NGFG_01642		gene	hypothetical protein			NGO_1731	
NGFG_01643		gene	ABC transporter ATP-binding protein/permease	NMB0264		NGO_1732	
NGFG_01644		gene	ribosome small subunit-dependent GTPase A	NMB0263	rsgA	NGO_1733	rsgA
NGFG_01645		gene	exodeoxyribonuclease 7 small subunit	NMB0262		NGO_1734	
NGFG_01646		gene	geranyltranstransferase	NMB0261		NGO_1735	
NGFG_01647		gene	hypothetical protein	NMB0260		NGO_1736	
NGFG_01648		gene	NADH-quinone oxidoreductase subunit N	NMB0259	nuoN	NGO_1737	nuoN
NGFG_01649		gene	proton-translocating NADH-quinone oxidoreductase%2C chain M	NMB0258		NGO_1738	
NGFG_01652		gene	NADH-quinone oxidoreductase subunit L	NMB0257	nuoL	NGO_1740	nuoL
NGFG_01653		gene	NADH-quinone oxidoreductase subunit K	NMB0254	nuoK	NGO_1741	nuoK
NGFG_01654		gene	NADH-quinone oxidoreductase subunit J	NMB0253		NGO_1742	
NGFG_01655		gene	NADH-quinone oxidoreductase subunit I	NMB0251	nuoI	NGO_1743	nuoI
NGFG_01656		gene	NADH-quinone oxidoreductase subunit H	NMB0250	nuoH	NGO_1744	nuoH
NGFG_01657		gene	NADH dehydrogenase (quinone)%2C G subunit	NMB0249		NGO_1745	
NGFG_01659		gene	NADH oxidoreductase (quinone)%2C F subunit	NMB0246	nuoF	NGO_1746	nuoF
NGFG_01660		gene	NADH-quinone oxidoreductase%2C E subunit	NMB0245	nuoE	NGO_1747	nuoE
NGFG_01661		gene	NADH-quinone oxidoreductase subunit D	NMB0244	nuoD	NGO_1748	nuoD
NGFG_01662		gene	NADH-quinone oxidoreductase subunit C	NMB0243		NGO_1749	
NGFG_01663		gene	NADH-quinone oxidoreductase subunit B	NMB0242		NGO_1750	
NGFG_01664		gene	NADH-quinone oxidoreductase subunit A	NMB0241		NGO_1751	
NGFG_01665		gene	hypothetical protein	NMB0240		NGO_1752	
NGFG_01666		gene	hypothetical protein	NMB0239		NGO_1753	
NGFG_02462		gene	hypothetical protein			NGO_1074	
NGFG_01667		gene	DNA helicase II	NMB0232	uvrD	NGO_1757	uvrD
NGFG_01668		gene	hypothetical protein				
NGFG_01669		gene	glutamate-ammonia-ligase adenylyltransferase	NMB0224	glnE	NGO_1758	glnE
NGFG_01670		gene	hypothetical protein	NMB0223		NGO_1759	
NGFG_01671		gene	hypothetical protein	NMB0222		NGO_1760	
NGFG_01672		gene	dihydroorotate dehydrogenase	NMB0221		NGO_1761	
NGFG_01673		gene	acyl carrier protein	NMB0220	acpP	NGO_1762	acpP
NGFG_01674		gene	beta-ketoacyl-acyl-carrier-protein synthase II	NMB0219	fabF	NGO_1763	fabF
NGFG_01676	pglA	gene	pilin glycosyltransferase PglA	NMB0218		NGO_1765	
NGFG_01677		gene	RNA polymerase sigma-54 factor	NMB0217		NGO_09380	
NGFG_01678		gene	catalase	NMB0216	katA	NGO_1767	katA
NGFG_01680		gene	cytochrome c peroxidase			NGO_1769	
NGFG_01681		gene	oligopeptidase A	NMB0214		NGO_1770	
NGFG_01682		gene	small conductance mechanosensitive ion channel protein	NMB0213		NGO_1771	
NGFG_01684		gene	DNA gyrase subunit B	NMB0212	gyrB	NGO_1772	gyrB
NGFG_01685		gene	L-serine ammonia-lyase	NMB0211		NGO_1773	
NGFG_02463		gene	hypothetical protein	NMB0210			
NGFG_01686		gene	monovalent cation:proton antiporter-2 (CPA2) family transporter	NMB0209		NGO_1774	
NGFG_01687		gene	electron transport complex%2C rnfabcdge type%2C B subunit	NMB0208		NGO_1775	
NGFG_01688		gene	glyceraldehyde-3-phosphate dehydrogenase%2C type I	NMB0207	gap	NGO_1776	gap
NGFG_01689		gene	leucyl/phenylalanyl-tRNA-protein transferase	NMB0206		NGO_1778	
NGFG_01690		gene	ferric uptake regulation protein	NMB0205	fur	NGO_1779	fur
NGFG_01691		gene	lipoprotein	NMB0204	bamE	NGO_1780	bamE
NGFG_01692		gene	dihydrodipicolinate reductase	NMB0203	dapB	NGO_1781	dapB
NGFG_01695		gene	lipid-A-disaccharide synthase	NMB0199	lpxB	NGO_1782	lpxB
NGFG_01696		gene	RluA family pseudouridine synthase	NMB0198		NGO_1783	
NGFG_01697		gene	rne/Rng family ribonuclease	NMB0196		NGO_1785	
NGFG_01698		gene	4-hydroxythreonine-4-phosphate dehydrogenase	NMB0195	pdxA	NGO_1786	pdxA
NGFG_01699		gene	AGCS family alanine or glycine:cation symporter	NMB0194		NGO_1787	
NGFG_01700	mnmG	gene	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	NMB0193	mnmG	NGO_1788	mnmG
NGFG_01701		gene	ribonuclease HII	NMB0192	rnhB	NGO_1789	rnhB
NGFG_01703	parA	gene	chromosome partitioning protein ParA	NMB0191		NGO_1790	
NGFG_01704		gene	ribosomal RNA small subunit methyltransferase G	NMB0190	rsmG	NGO_1791	rsmG
NGFG_01705		gene	hypothetical protein	NMB0189		NGO_1792	
NGFG_01706		gene	hypothetical protein	NMB0188		NGO_1793	
NGFG_01707		gene	hypothetical protein				
NGFG_01708		gene	hypothetical protein				
NGFG_01709		gene	site-specific DNA methyltransferase			NGO_1795	
NGFG_01710		gene	ribosome-recycling factor	NMB0187	frr	NGO_1796	frr
NGFG_01711		gene	undecaprenyl pyrophosphate synthase	NMB0186		NGO_1797	
NGFG_01712		gene	phosphatidate cytidylyltransferase	NMB0185		NGO_1798	
NGFG_01713		gene	1-deoxy-D-xylulose 5-phosphate reductoisomerase	NMB0184		NGO_1799	
NGFG_01714	rseP	gene	RIP metalloprotease RseP	NMB0183	rseP	NGO_1800	rseP
NGFG_01715		gene	outer membrane protein omp85	NMB0182	bamA	NGO_1801	bamA
NGFG_01716	ompH	gene	outer membrane protein OmpH	NMB0181		NGO_1802	
NGFG_01717		gene	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	NMB0180	lpxD	NGO_1803	lpxD
NGFG_01718		gene	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase	NMB0179	fabZ	NGO_1804	fabZ
NGFG_01719		gene	hypothetical protein			NGO_1805	
NGFG_01720		gene	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase	NMB0178	lpxA	NGO_1806	lpxA
NGFG_01721		gene	sodium:alanine symporter	NMB0177		NGO_1807	
NGFG_01722		gene	D-amino acid dehydrogenase small subunit	NMB0176		NGO_1808	
NGFG_01723		gene	valyl-tRNA synthetase	NMB0174		NGO_1809	
NGFG_01724		gene	hypothetical protein			NGO_1810	
NGFG_02199		gene	tRNA pseudouridine synthase A	NMB2036	truA	NGO_1811	truA
NGFG_01725	p.IB	gene	major outer membrane protein P.IB	NMB2039	porB	NGO_1812	
NGFG_01726		gene	LysR family transcriptional regulator%2C hydrogen peroxide-inducible genes activator	NMB0173	oxyR	NGO_1813	oxyR
NGFG_01727		gene	cell division topological specificity factor	NMB0172	minE	NGO_1814	minE
NGFG_01728	minD	gene	septum site-determining protein minD	NMB0171	minD	NGO_09675	minD
NGFG_01729	minC	gene	septum site-determining protein MinC	NMB0170	minC	NGO_1816	minC
NGFG_02464		gene	hypothetical protein				
NGFG_01730		gene	50S ribosomal protein L17	NMB0169	rplQ	NGO_1817	rplQ
NGFG_01731		gene	DNA-directed RNA polymerase subunit alpha	NMB0168	rpoA	NGO_1818	rpoA
NGFG_01732		gene	30S ribosomal protein S4	NMB0167	rpsD	NGO_1819	rpsD
NGFG_01734		gene	30S ribosomal protein S13	NMB0165	rpsM	NGO_1821	rpsM
NGFG_01735		gene	translation initiation factor IF-1	NMB0163	infA	NGO_18211	infA
NGFG_01736		gene	preprotein translocase%2C SecY subunit	NMB0162	secY	NGO_1822	secY
NGFG_01737		gene	50S ribosomal protein L15	NMB0161	rplO	NGO_1823	rplO
NGFG_01738		gene	50S ribosomal protein L30	NMB0160	rpmD	NGO_18231	rpmD
NGFG_01739		gene	30S ribosomal protein S5	NMB0159	rpsE	NGO_1824	rpsE
NGFG_01741		gene	50S ribosomal protein L6	NMB0157	rplF	NGO_1825	rplF
NGFG_01742		gene	30S ribosomal protein S8	NMB0156	rpsH	NGO_1826	rpsH
NGFG_01743		gene	30S ribosomal protein S14	NMB0155	rpsN	NGO_18261	rpsN
NGFG_01744		gene	50S ribosomal protein L5	NMB0154	rplE	NGO_1827	rplE
NGFG_01745		gene	50S ribosomal protein L24	NMB0153	rplX	NGO_1828	rplX
NGFG_01746		gene	50S ribosomal protein L14	NMB0152	rplN	NGO_1829	rplN
NGFG_01747		gene	30S ribosomal protein S17	NMB0151	rpsQ	NGO_1830	rpsQ
NGFG_01748		gene	50S ribosomal protein L29	NMB0150	rpmC	NGO_1831	rpmC
NGFG_01749		gene	50S ribosomal protein L16	NMB0149	rplP	NGO_18311	rplP
NGFG_01750		gene	30S ribosomal protein S3	NMB0148	rpsC	NGO_1832	rpsC
NGFG_01751		gene	50S ribosomal protein L22	NMB0147	rplV	NGO_1833	rplV
NGFG_01752		gene	30S ribosomal protein S19	NMB0146	rpsS	NGO_1834	rpsS
NGFG_01753		gene	50S ribosomal protein L2	NMB0145	rplB	NGO_1835	rplB
NGFG_01754		gene	50S ribosomal protein L23	NMB0144	rplW	NGO_1836	rplW
NGFG_01755		gene	50S ribosomal protein L4	NMB0143	rplD	NGO_1837	rplD
NGFG_01756		gene	50S ribosomal protein L3	NMB0142	rplC	NGO_1838	rplC
NGFG_02229		gene	30S ribosomal protein S10	NMB0140	rpsJ	NGO_1841	rpsJ
NGFG_02465		gene	elongation factor Tu	NMB0124	tuf	NGO_1842	tuf
NGFG_01757		gene	elongation factor G	NMB0138	fusA	NGO_1843	fusA
NGFG_01758		gene	30S ribosomal protein S7	NMB0137	rpsG	NGO_1844	rpsG
NGFG_01759		gene	30S ribosomal protein S12	NMB0136	rpsL	NGO_1845	rpsL
NGFG_01761		gene	hypothetical protein			NGO_1847	
NGFG_01762		gene	hypothetical protein	NMB0134		NGO_1848	
NGFG_01763		gene	hypothetical protein			NGO_09870	
NGFG_01764		gene	hypothetical protein			NGO_09875	
NGFG_01766		gene	DNA-directed RNA polymerase subunit beta	NMB0132	rpoB	NGO_1851	rpoB
NGFG_01767		gene	50S ribosomal protein L7/L12	NMB0131	rplL	NGO_1852	rplL
NGFG_01768		gene	50S ribosomal protein L10	NMB0130	rplJ	NGO_1853	rplJ
NGFG_01770		gene	50S ribosomal protein L1	NMB0128	rplA	NGO_1854	rplA
NGFG_01771		gene	50S ribosomal protein L11	NMB0127	rplK	NGO_1855	rplK
NGFG_01772	nusG	gene	transcription antitermination protein nusG	NMB0126	nusG	NGO_1856	nusG
NGFG_01773		gene	preprotein translocase%2C SecE subunit	NMB0125	secE	NGO_1857	secE
NGFG_02466		gene	elongation factor Tu	NMB0124	tuf	NGO_1858	tuf
NGFG_01774		gene	ferredoxin	NMB0123		NGO_1859	
NGFG_01775		gene	RsmD family RNA methyltransferase	NMB0122	rsmD	NGO_1860	rsmD
NGFG_01776		gene	hypothetical protein				
NGFG_02467		gene	opacity protein	NMB1636		NGO_1040a	
NGFG_02468		gene	opacity protein				
NGFG_01779		gene	DNA topoisomerase I	NMB0118	topA	NGO_1863	topA
NGFG_01780		gene	smg protein	NMB0117		NGO_1864	
NGFG_01781		gene	DNA processing protein	NMB0116	dprA	NGO_1865	dprA
NGFG_01782		gene	two-component system transcriptional response regulator	NMB0115		NGO_1866	
NGFG_01783		gene	two-component system sensor kinase	NMB0114		NGO_1867	
NGFG_01784		gene	hypothetical protein	NMB0113		NGO_1868	
NGFG_01785		gene	ribosomal RNA small subunit methyltransferase B	NMB0112	rsmB	NGO_1869	rsmB
NGFG_01786		gene	methionyl-tRNA formyltransferase	NMB0111		NGO_1870	
NGFG_01787		gene	peptide deformylase	NMB0110	def	NGO_1871	def
NGFG_01788		gene	LysM protein	NMB0109		NGO_1873	
NGFG_01790		gene	hypothetical protein	NMB0108		NGO_1875	
NGFG_01791		gene	aspartate carbamoyltransferase regulatory chain	NMB0107		NGO_1876	
NGFG_01792		gene	aspartate carbamoyltransferase	NMB0106	pyrB	NGO_1877	pyrB
NGFG_01793		gene	acetyltransferase	NMB0105		NGO_1878	
NGFG_01794		gene	hypothetical protein	NMB0102		NGO_1880	
NGFG_01796		gene	pyruvate kinase	NMB0089	pyk	NGO_1881	pyk
NGFG_01797		gene	long-chain fatty acid transporter				
NGFG_01798		gene	hypothetical protein	NMB0088			
NGFG_01799		gene	hypothetical protein			NGO_1886	
NGFG_01801		gene	hypothetical protein	NMB0087		NGO_1888	
NGFG_01802		gene	lipoprotein	NMB0086		NGO_1889	
NGFG_01803		gene	sodium/glutamate symporter	NMB0085	gltS	NGO_1890	gltS
NGFG_02469		gene	hypothetical protein			NGO_1891	
NGFG_01805		gene	restriction endonuclease			NGO_10130	
NGFG_01806		gene	modification methylase HphIB			NGO_1893	
NGFG_02470		gene	modification methylase HphIA	NMB0076	dcm	NGO_1894	dcm
NGFG_01809		gene	competence protein ComEA helix-hairpin-helix repeat region	NMB0075		NGO_1895	
NGFG_01810		gene	UDP-glucose 4-epimerase	NMB0078	galE	NGO_1896	galE
NGFG_01811		gene	dTDP-glucose 4%2C6-dehydratase	NMB0063	rfbB	NGO_1897	rfbB
NGFG_01812		gene	glucose-1-phosphate thymidylyltransferase	NMB0062	rfbA	NGO_1898	rfbA
NGFG_01813		gene	dTDP-4-dehydrorhamnose 3%2C5-epimerase	NMB0061	rfbC	NGO_1898a	rfbC
NGFG_01814		gene	OPT family oligopeptide transporter	NMB0060		NGO_1900	
NGFG_01815	dnaJ	gene	chaperone dnaJ	NMB0059	dnaJ	NGO_1901	dnaJ
NGFG_01816		gene	transposase			NGO_10180	
NGFG_02471		gene	comEA protein	NMB0299		NGO_1178	
NGFG_02472		gene	hypothetical protein				
NGFG_01984		gene	DnaK suppressor protein	NMB0056	dksA	NGO_1904	dksA
NGFG_01983		gene	pyrroline-5-carboxylate reductase	NMB0055		NGO_1905	
NGFG_01982		gene	lipoprotein	NMB0054		NGO_1906	
NGFG_01981		gene	YggS family pyridoxal phosphate enzyme	NMB0053		NGO_1907	
NGFG_01980		gene	twitching motility protein	NMB0052	pilT	NGO_1908	pilT
NGFG_01979		gene	twitching motility protein	NMB0051		NGO_1909	
NGFG_01978		gene	TIGR01666 family membrane protein	NMB0050	yccS	NGO_1910	yccS
NGFG_02247		gene	endonuclease	NMB0047		NGO_1911	
NGFG_01977	pilC	gene	type IV pilus assembly protein PilC	NMB1847	pilC	NGO_0055	pilC
NGFG_01975		gene	6-phosphogluconate dehydrogenase%2C decarboxylating	NMB0015	gnd	NGO_1914	gnd
NGFG_01974		gene	3-deoxy-D-manno-octulosonic-acid transferase	NMB0014		NGO_1915	
NGFG_01973		gene	hypothetical protein	NMB0013		NGO_1916	
NGFG_01972	terC	gene	tellurite resistance integral membrane protein TerC	NMB0012		NGO_1917	
NGFG_01971		gene	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	NMB0011	murA	NGO_1918	murA
NGFG_01970		gene	phosphoglycerate kinase	NMB0010		NGO_1919	
NGFG_01969		gene	BolA-like protein	NMB0009		NGO_1920	
NGFG_01968	ftsX	gene	cell division protein FtsX	NMB0008	ftsX	NGO_1921	ftsX
NGFG_02473		gene	cell division ABC transporter ATP-binding protein	NMB0007	ftsE	NGO_1922	ftsE
NGFG_01965		gene	thioredoxin	NMB0006		NGO_1923	
NGFG_01964		gene	arsenate reductase (glutaredoxin)	NMB0005	arsC	NGO_1924	arsC
NGFG_01963		gene	hypothetical protein	NMB0004		NGO_1924a	
