locustag_in_Ngo	GN_in_Ngo	type_in_Ngo	product_in_Ngo	BlastHit	locustag_in_Nmen	GN_in_Nmen	type_in_Nmen	product_in_Nmen	locustag_in_FA1090	GN_in_FA1090	type_in_FA1090	product_in_FA1090
NGFG_00313		gene	two-component system%2C OmpR family%2C sensor kinase	"	Nmen	FA1090"	NMB0594		gene	HAMP domain-containing histidine kinase	NGO_0176		gene	HAMP domain-containing histidine kinase
NGFG_00314		gene	two-component system%2C OmpR family%2C response regulator	"	Nmen	FA1090"	NMB0595		gene	response regulator transcription factor	NGO_0177		gene	response regulator transcription factor
NGFG_00316		gene	O-antigen polymerase	"	Nmen	FA1090"	NMB0596		gene	O-antigen ligase C-terminal domain-containing protein	NGO_0178		gene	O-antigen ligase C-terminal domain-containing protein
NGFG_00317		gene	hypothetical protein	"	Nmen	FA1090"	NMB0597		gene	DUF2069 domain-containing protein	NGO_0179		gene	DUF2069 domain-containing protein
NGFG_00318	maf	gene	septum formation protein Maf	"	Nmen	FA1090"	NMB0598	maf	gene	septum formation inhibitor Maf	NGO_0180	maf	gene	septum formation inhibitor Maf
NGFG_00319	tatC	gene	twin arginine-targeting protein translocase TatC	"	Nmen	FA1090"	NMB0599	tatC	gene	twin-arginine translocase subunit TatC	NGO_0181	tatC	gene	twin-arginine translocase subunit TatC
NGFG_00320	tatB	gene	twin arginine-targeting protein translocase TatB	"	Nmen	FA1090"	NMB0600	tatB	gene	twin-arginine translocase subunit TatB	NGO_0182	tatB	gene	twin-arginine translocase subunit TatB
NGFG_00321		gene	TatA/E family twin arginine-targeting protein translocase	"	Nmen	FA1090"	NMB0601	tatA	gene	Sec-independent protein translocase subunit TatA	NGO_0183	tatA	gene	Sec-independent protein translocase subunit TatA
NGFG_00322		gene	purine nucleoside phosphoramidase	"	Nmen	FA1090"	NMB0602		gene	histidine triad nucleotide-binding protein	NGO_0184		gene	histidine triad nucleotide-binding protein
NGFG_00323		gene	phosphoribosyl-ATP pyrophosphatase	"	Nmen	FA1090"	NMB0603		gene	phosphoribosyl-ATP diphosphatase	NGO_0185		gene	phosphoribosyl-ATP diphosphatase
NGFG_00324		gene	zinc-binding alcohol dehydrogenase	"	Nmen	FA1090"	NMB0604		gene	2%2C3-butanediol dehydrogenase	NGO_0186		gene	2%2C3-butanediol dehydrogenase
NGFG_02267		gene	transposase	"	FA1090"					NGO_0590a		gene	transposase
NGFG_00325		gene	Histone deacetylase family protein	"	Nmen	FA1090"	NMB0605		gene	histone deacetylase family protein	NGO_0187		gene	histone deacetylase family protein
NGFG_00326		gene	preprotein translocase%2C YajC subunit	"	Nmen	FA1090"	NMB0606	yajC	gene	preprotein translocase subunit YajC	NGO_0188	yajC	gene	preprotein translocase subunit YajC
NGFG_00327	secD	gene	protein-export membrane protein SecD	"	Nmen	FA1090"	NMB0607	secD	gene	protein translocase subunit SecD	NGO_0189	secD	gene	protein translocase subunit SecD
NGFG_00328	secF	gene	protein-export membrane protein SecF	"	Nmen	FA1090"	NMB0608	secF	gene	protein translocase subunit SecF	NGO_0190	secF	gene	protein translocase subunit SecF
NGFG_00329		gene	30S ribosomal protein S15	"	Nmen	FA1090"	NMB0609	rpsO	gene	30S ribosomal protein S15	NGO_0191	rpsO	gene	30S ribosomal protein S15
NGFG_00330		gene	polyamine ABC transporter%2C ATP-binding protein	"	Nmen	FA1090"	NMB0610	potA	gene	polyamine ABC transporter ATP-binding protein	NGO_0192	potA	gene	polyamine ABC transporter ATP-binding protein
NGFG_02268		gene	hypothetical protein	"	FA1090"					NGO_01035		gene	hypothetical protein
NGFG_00331		gene	putrescine ABC transporter permease	"	Nmen	FA1090"	NMB0611		gene	ABC transporter permease subunit	NGO_0195		gene	ABC transporter permease subunit
NGFG_00332		gene	putrescine ABC transporter permease	"	Nmen	FA1090"	NMB0612		gene	ABC transporter permease subunit	NGO_0196		gene	ABC transporter permease subunit
NGFG_00333		gene	oxidoreductase	"	Nmen	FA1090"	NMB0614		gene	FAD-binding oxidoreductase	NGO_0197		gene	FAD-binding oxidoreductase
NGFG_00334		gene	ammonium transporter	"	Nmen	FA1090"	NMB0615		gene	ammonium transporter	NGO_0198		gene	ammonium transporter
NGFG_00335	rho	gene	transcription termination factor Rho	"	Nmen	FA1090"	NMB0617	rho	gene	transcription termination factor Rho	NGO_0199	rho	gene	transcription termination factor Rho
NGFG_00336		gene	phosphoenolpyruvate synthase	"	Nmen	FA1090"	NMB0618	ppsA	gene	phosphoenolpyruvate synthase	NGO_0200	ppsA	gene	phosphoenolpyruvate synthase
NGFG_02269		gene	transposase	"	Nmen	FA1090"	NMB1411		gene	IS1595 family transposase	NGO_1211		gene	IS1595 family transposase
NGFG_00337		gene	hypothetical protein	"	Nmen	FA1090"	NMB0619		gene	kinase/pyrophosphorylase	NGO_0202		gene	kinase/pyrophosphorylase
NGFG_00338		gene	phosphoglycolate phosphatase%2C bacterial	"	Nmen	FA1090"	NMB0620		gene	HAD family hydrolase	NGO_0203		gene	HAD family hydrolase
NGFG_00339		gene	hypothetical protein	"	Nmen	FA1090"	NMB0621		gene	ferritin-like domain-containing protein	NGO_0204		gene	ferritin-like domain-containing protein
NGFG_00340		gene	outer-membrane lipoprotein carrier protein	"	Nmen	FA1090"	NMB0622	lolA	gene	outer membrane lipoprotein chaperone LolA	NGO_0205	lolA	gene	outer membrane lipoprotein chaperone LolA
NGFG_00341		gene	putrescine ABC transporter substrate-binding protein	"	Nmen	FA1090"	NMB0623		gene	extracellular solute-binding protein	NGO_0206		gene	polyamine ABC transporter substrate-binding protein
NGFG_00342		pseudogene		"	Nmen	FA1090"	NMB0624		pseudogene	glycosyltransferase	NGO_0207	pglE	gene	(galactosaminyl)2-N%2CN'-diacetylbacillosaminyl-alpha1-diphospho-di-trans%2Cocta-cis-undecaprenol synthase PglE
NGFG_00343		gene	hypothetical protein	"	Nmen	FA1090"	NMB0625		gene	gamma carbonic anhydrase family protein	NGO_0208		gene	gamma carbonic anhydrase family protein
NGFG_00345		gene	peptide chain release factor 3	"	Nmen	FA1090"	NMB0626		gene	peptide chain release factor 3	NGO_0209		gene	peptide chain release factor 3
NGFG_00346		gene	phosphoribosyl-AMP cyclohydrolase	"	Nmen	FA1090"	NMB0627	hisI	gene	phosphoribosyl-AMP cyclohydrolase	NGO_0210	hisI	gene	phosphoribosyl-AMP cyclohydrolase
NGFG_00347	hisF	gene	imidazole glycerol phosphate synthase subunit hisF	"	Nmen	FA1090"	NMB0628	hisF	gene	imidazole glycerol phosphate synthase subunit HisF	NGO_0211	hisF	gene	imidazole glycerol phosphate synthase subunit HisF
NGFG_00348		gene	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	"	Nmen	FA1090"	NMB0629	hisA	gene	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	NGO_0212	hisA	gene	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
NGFG_00349	hisH	gene	imidazole glycerol phosphate synthase subunit hisH	"	Nmen	FA1090"	NMB0630	hisH	gene	imidazole glycerol phosphate synthase subunit HisH	NGO_0213	hisH	gene	imidazole glycerol phosphate synthase subunit HisH
NGFG_00350		gene	phosphate acetyltransferase	"	Nmen	FA1090"	NMB0631	pta	gene	phosphate acetyltransferase	NGO_0214	pta	gene	phosphate acetyltransferase
NGFG_00351	fbpC	gene	Fe(3+) ions import ATP-binding protein FbpC	"	Nmen	FA1090"	NMB0632	fbpC	gene	heme ABC transporter ATP-binding protein FbpC	NGO_0215	fbpC	gene	heme ABC transporter ATP-binding protein FbpC
NGFG_00352		gene	Fe(3+)-transport system permease fbpB 2	"	Nmen	FA1090"	NMB0633	fbpB	gene	heme ABC transporter permease FbpB	NGO_0216	fbpB	gene	heme ABC transporter permease FbpB
NGFG_00353		gene	major ferric iron-binding protein	"	Nmen	FA1090"	NMB0634	fbpA	gene	heme ABC transporter substrate-binding protein FbpA	NGO_0217	fbpA	gene	heme ABC transporter substrate-binding protein FbpA
NGFG_00355		gene	hypothetical protein	"	Nmen	FA1090"	NMB0636		gene	DUF4375 domain-containing protein	NGO_0218		gene	DUF4375 domain-containing protein
NGFG_00356		gene	argininosuccinate lyase	"	Nmen	FA1090"	NMB0637	argH	gene	argininosuccinate lyase	NGO_0219	argH	gene	argininosuccinate lyase
NGFG_00357		gene	UTP-glucose-1-phosphate uridylyltransferase	"	Nmen	FA1090"	NMB0638	galU	gene	UTP--glucose-1-phosphate uridylyltransferase GalU	NGO_0220	galU	gene	UTP--glucose-1-phosphate uridylyltransferase GalU
NGFG_00358		gene	nucleoside-triphosphatase	"	Nmen	FA1090"	NMB0639	rdgB	gene	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	NGO_0221	rdgB	gene	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
NGFG_00359		gene	hypothetical protein	"	Nmen	FA1090"	NMB0640		gene	hypothetical protein	NGO_0222		gene	hypothetical protein
NGFG_00360		gene	inorganic pyrophosphatase	"	Nmen	FA1090"	NMB0641		gene	inorganic diphosphatase	NGO_0223		gene	inorganic diphosphatase
NGFG_00361		gene	dATP pyrophosphohydrolase	"	Nmen	FA1090"	NMB0642	nudB	gene	dihydroneopterin triphosphate diphosphatase	NGO_0224	nudB	gene	dihydroneopterin triphosphate diphosphatase
NGFG_06003		tRNA	tRNA-Pro	""								
NGFG_00362		gene	MafB family adhesin protein	"	Nmen	FA1090"	NMB0643	mafB	gene	polymorphic toxin MafB class 2	NGO_0225	mafB	gene	polymorphic toxin MafB class 2
NGFG_00363		gene	hypothetical protein	"	Nmen	FA1090"	NMB0648		gene	hypothetical protein	NGO_0226		gene	hypothetical protein
NGFG_02270		gene	hypothetical protein	""								
NGFG_00364		gene	hypothetical protein	"	FA1090"							gene	immunity protein 31
NGFG_00366		gene	hypothetical protein	"	Nmen	FA1090"	NMB0651		gene	hypothetical protein	NGO_0229		gene	hypothetical protein
NGFG_02271		gene	TrkH family potassium uptake protein	"	Nmen	FA1090"	NMB0661	trk	gene	potassium transporter Trk	NGO_0230	trk	gene	potassium transporter Trk
NGFG_02272		gene	Bis(5'-nucleosyl)-tetraphosphatase	"	Nmen	FA1090"			pseudogene	symmetrical bis(5'-nucleosyl)-tetraphosphatase	NGO_0231		gene	symmetrical bis(5'-nucleosyl)-tetraphosphatase
NGFG_00368		gene	endoribonuclease L-PSP	"	Nmen	FA1090"	NMB0662		gene	RidA family protein	NGO_0232		gene	RidA family protein
NGFG_00369		gene	opacity protein	"	Nmen	FA1090"	NMB0663	nspA	gene	outer membrane beta-barrel protein NspA	NGO_0233	nspA	gene	outer membrane beta-barrel protein NspA
NGFG_00371		gene	oxygen-independent coproporphyrinogen III oxidase	"	Nmen	FA1090"	NMB0665		gene	oxygen-independent coproporphyrinogen III oxidase-like protein	NGO_0234		gene	oxygen-independent coproporphyrinogen III oxidase-like protein
NGFG_00372		gene	DNA ligase	"	Nmen	FA1090"	NMB0666	ligA	gene	NAD-dependent DNA ligase LigA	NGO_0235	ligA	gene	NAD-dependent DNA ligase LigA
NGFG_00373		gene	hypothetical protein	"	Nmen	FA1090"	NMB0667	zipA	gene	cell division protein ZipA	NGO_0236	zipA	gene	cell division protein ZipA
NGFG_00374	ampD	gene	N-acetyl-anhydromuranmyl-L-alanine amidase AmpD	"	Nmen	FA1090"	NMB0668	ampD	gene	1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	NGO_0237	ampD	gene	1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
NGFG_00375		gene	aminodeoxychorismate lyase	"	Nmen	FA1090"	NMB0669	mltG	gene	endolytic transglycosylase MltG	NGO_0238	mltG	pseudogene	endolytic transglycosylase MltG
NGFG_00376		gene	thymidylate kinase	"	Nmen	FA1090"	NMB0670		gene	dTMP kinase	NGO_0239		gene	dTMP kinase
NGFG_00377		gene	malate dehydrogenase	"	Nmen	FA1090"	NMB0671		gene	malic enzyme	NGO_0240		gene	malic enzyme
NGFG_00378		gene	hypothetical protein	"	Nmen	FA1090"			pseudogene	hypothetical protein	NGO_0241		pseudogene	hypothetical protein
NGFG_00379		gene	tetraacyldisaccharide 4'-kinase	"	Nmen	FA1090"	NMB0672		gene	tetraacyldisaccharide 4'-kinase	NGO_0242		gene	tetraacyldisaccharide 4'-kinase
NGFG_02273		gene	hypothetical protein	"	Nmen	FA1090"	NMB0673		gene	DUF2059 domain-containing protein	NGO_0243		gene	DUF2059 domain-containing protein
NGFG_00381		gene	3-deoxy-manno-octulosonate cytidylyltransferase	"	Nmen	FA1090"	NMB0675	kdsB	gene	3-deoxy-manno-octulosonate cytidylyltransferase	NGO_0245	kdsB	gene	3-deoxy-manno-octulosonate cytidylyltransferase
NGFG_02274		gene	hypothetical protein	"	Nmen	FA1090"	NMB0676		pseudogene	3-deoxy-manno-octulosonate cytidylyltransferase	NGO_0246		gene	hypothetical protein
NGFG_00383		gene	hypothetical protein	"	Nmen	FA1090"			gene	hypothetical protein	NGO_0247		gene	hypothetical protein
NGFG_06004		tRNA	tRNA-Ser	""								
NGFG_00384		gene	tryptophan synthase alpha chain	"	Nmen	FA1090"	NMB0678		gene	tryptophan synthase subunit alpha	NGO_0248		gene	tryptophan synthase subunit alpha
NGFG_00385		gene	acetyl-CoA carboxylase%2C carboxyl transferase%2C beta subunit	"	Nmen	FA1090"	NMB0679		gene	acetyl-CoA carboxylase carboxyltransferase subunit beta	NGO_0249		gene	acetyl-CoA carboxylase carboxyltransferase subunit beta
NGFG_00386		gene	hypothetical protein	"	Nmen	FA1090"	NMB0680	cnp1	gene	cryptic protein cnp1	NGO_0250		gene	CNP1-like family protein
NGFG_00387		gene	UPF0033 protein	"	Nmen	FA1090"	NMB0681		gene	sulfurtransferase TusA family protein	NGO_0250a		gene	sulfurtransferase TusA family protein
NGFG_02275		gene	lipoprotein	"	FA1090"					NGO_0252		pseudogene	hypothetical protein
NGFG_02276		gene	hypothetical protein	"	FA1090"					NGO_0040a		gene	transposase
NGFG_02277		gene	hypothetical protein	""								
NGFG_00390		gene	dihydroorotase	"	Nmen	FA1090"	NMB0682	pyrC	gene	dihydroorotase	NGO_0255	pyrC	gene	dihydroorotase
NGFG_00391	nusB	gene	transcription antitermination factor NusB	"	Nmen	FA1090"	NMB0683	nusB	gene	transcription antitermination factor NusB	NGO_0256	nusB	gene	transcription antitermination factor NusB
NGFG_00392		gene	6%2C7-dimethyl-8-ribityllumazine synthase	"	Nmen	FA1090"	NMB0684		gene	6%2C7-dimethyl-8-ribityllumazine synthase	NGO_0257		gene	6%2C7-dimethyl-8-ribityllumazine synthase
NGFG_00393		gene	hypothetical protein	"	Nmen	FA1090"	NMB0685		gene	DUF2185 domain-containing protein	NGO_0258		gene	DUF2185 domain-containing protein
NGFG_02278		gene	ribonuclease 3	"	Nmen	FA1090"	NMB0686	rnc	gene	ribonuclease III	NGO_0259	rnc	gene	ribonuclease III
NGFG_00396	era	gene	GTPase Era	"	Nmen	FA1090"	NMB0687	era	gene	GTPase Era	NGO_0260	era	gene	GTPase Era
NGFG_02279		gene	hypothetical protein	""								
NGFG_00398		gene	lactoferrin binding protein B	"	Nmen"	NMB1541	lbpB	gene	lactoferrin-binding protein LbpB				
NGFG_00400		gene	lactoferrin-binding protein A	"	Nmen	FA1090"	NMB1540	lbpA	gene	lactoferrin/transferrin-binding protein LbpA	NGO_0260a		pseudogene	lactoferrin/transferrin family TonB-dependent receptor
NGFG_00401		gene	N-(5'-phosphoribosyl)anthranilate isomerase	"	Nmen	FA1090"	NMB0688		gene	phosphoribosylanthranilate isomerase	NGO_0261		gene	phosphoribosylanthranilate isomerase
NGFG_00402	greB	gene	transcription elongation factor greB	"	Nmen	FA1090"	NMB0689	greB	gene	transcription elongation factor GreB	NGO_0262	greB	gene	transcription elongation factor GreB
NGFG_00403		gene	amidophosphoribosyltransferase	"	Nmen	FA1090"	NMB0690	purF	gene	amidophosphoribosyltransferase	NGO_0263	purF	gene	amidophosphoribosyltransferase
NGFG_00405		gene	colicin V production membrane protein	"	Nmen	FA1090"	NMB0691		gene	CvpA family protein	NGO_0264		gene	CvpA family protein
NGFG_00406	ftsN	gene	cell division protein FtsN	"	Nmen	FA1090"	NMB0692	ftsN	gene	cell division protein FtsN	NGO_0265	ftsN	gene	cell division protein FtsN
NGFG_00407		gene	FolC protein	"	Nmen	FA1090"	NMB0693	folC	gene	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	NGO_0266	folC	gene	bifunctional tetrahydrofolate synthase/dihydrofolate synthase
NGFG_00408	folI	gene	transcriptional regulator FolI	"	Nmen	FA1090"	NMB0694	folI	gene	transcriptional regulator FolI	NGO_0267		gene	transcriptional regulator
NGFG_00409		gene	hypothetical protein	"	Nmen	FA1090"	NMB0695		gene	hypothetical protein	NGO_0268		gene	hypothetical protein
NGFG_00410		gene	polar amino acid ABC transporter ATP-binding protein	"	Nmen	FA1090"	NMB0696		gene	amino acid ABC transporter ATP-binding protein	NGO_0269		gene	amino acid ABC transporter ATP-binding protein
NGFG_00411		gene	hypothetical protein	"	FA1090"					NGO_0270		gene	hypothetical protein
NGFG_00412		gene	hypothetical protein	"	FA1090"					NGO_0271		gene	GTP pyrophosphokinase
NGFG_00413		gene	ribosomal RNA small subunit methyltransferase A	"	Nmen	FA1090"	NMB0697	rsmA	gene	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	NGO_0272	rsmA	gene	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
NGFG_00414		gene	hypothetical protein	"	Nmen	FA1090"	NMB0698		gene	DNA glycosylase	NGO_272a		gene	DNA glycosylase
NGFG_00415		gene	tryptophan synthase beta chain	"	Nmen	FA1090"	NMB0699	trpB	gene	tryptophan synthase subunit beta	NGO_0274	trpB	gene	tryptophan synthase subunit beta
NGFG_00416		gene	IgA-specific serine endopeptidase autotransporter	"	FA1090"					NGO_0275		gene	autotransporter domain-containing protein
NGFG_00417	comA	gene	competence protein ComA	"	Nmen	FA1090"	NMB0702		gene	DNA internalization-related competence protein ComEC/Rec2	NGO_0276		gene	DNA internalization-related competence protein ComEC/Rec2
NGFG_00418	comL	gene	competence lipoprotein ComL	"	Nmen	FA1090"	NMB0703	bamD	gene	outer membrane protein assembly factor BamD	NGO_0277	bamD	gene	outer membrane protein assembly factor BamD
NGFG_00419		gene	ribosomal large subunit pseudouridine synthase D	"	Nmen	FA1090"	NMB0704	rluD	gene	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	NGO_0278	rluD	gene	23S rRNA pseudouridine(1911/1915/1917) synthase RluD
NGFG_00420		pseudogene		"	Nmen	FA1090"	NMB0705		gene	bile acid:sodium symporter family protein	NGO_0278a		gene	bile acid:sodium symporter family protein
NGFG_00422		gene	hypothetical protein	"	Nmen	FA1090"	NMB0706	pgeF	gene	peptidoglycan editing factor PgeF	NGO_0281	pgeF	gene	peptidoglycan editing factor PgeF
NGFG_00423		gene	rare lipoprotein B	"	Nmen	FA1090"	NMB0707		gene	hypothetical protein	NGO_0282		gene	lipoprotein
NGFG_00424		gene	DNA polymerase III%2C delta subunit	"	Nmen	FA1090"	NMB0708		gene	DNA polymerase III subunit delta	NGO_0283		gene	DNA polymerase III subunit delta
NGFG_00425		gene	hypothetical protein	"	Nmen	FA1090"	NMB0709		gene	hypothetical protein	NGO_0284		gene	hypothetical protein
NGFG_00426		gene	RDD family protein	"	Nmen	FA1090"	NMB0710		gene	RDD family protein	NGO_0285		gene	RDD family protein
NGFG_00427		gene	hypothetical protein	"	Nmen	FA1090"	NMB0711		gene	YicC family protein	NGO_0286		gene	YicC family protein
NGFG_00428		gene	UPF0114 protein	"	FA1090"					NGO_01540		gene	TIGR00645 family protein
NGFG_00429		gene	hypothetical protein	""								
NGFG_00430	rpoH	gene	alternative sigma factor RpoH	"	Nmen	FA1090"	NMB0712	rpoH	gene	RNA polymerase sigma factor RpoH	NGO_0288	rpoH	gene	RNA polymerase sigma factor RpoH
NGFG_00432		gene	apolipoprotein N-acyltransferase	"	Nmen	FA1090"	NMB0713	lnt	gene	apolipoprotein N-acyltransferase	NGO_0289	lnt	gene	apolipoprotein N-acyltransferase
NGFG_00433		gene	hypothetical protein	"	FA1090"					NGO_0290		pseudogene	DUF808 domain-containing protein
NGFG_00435		gene	cell volume regulation potassium/proton antiporter	"	FA1090"					NGO_0291		gene	potassium/proton antiporter
NGFG_02280		gene	cytochrome c	"	Nmen	FA1090"	NMB0717		gene	cytochrome c	NGO_0292		gene	cytochrome c2
NGFG_02281		gene	ferrochelatase	"	Nmen	FA1090"	NMB0718		gene	ferrochelatase	NGO_0293		gene	ferrochelatase
NGFG_00439		gene	queuine tRNA-ribosyltransferase	"	Nmen	FA1090"	NMB0719	tgt	gene	tRNA guanosine(34) transglycosylase Tgt	NGO_0294	tgt	gene	tRNA guanosine(34) transglycosylase Tgt
NGFG_06005		tRNA	tRNA-Val	""								
NGFG_00440		gene	threonyl-tRNA synthetase	"	Nmen	FA1090"	NMB0720	thrS	gene	threonine--tRNA ligase	NGO_0295	thrS	gene	threonine--tRNA ligase
NGFG_00441		gene	translation initiation factor IF-3	"	Nmen	FA1090"	NMB0721	infC	gene	translation initiation factor IF-3	NGO_0296	infC	gene	translation initiation factor IF-3
NGFG_00442		gene	50S ribosomal protein L35	"	Nmen	FA1090"	NMB0722	rpmI	gene	50S ribosomal protein L35	NGO_0297	rpmI	gene	50S ribosomal protein L35
NGFG_00443		gene	50S ribosomal protein L20	"	Nmen	FA1090"	NMB0723	rplT	gene	50S ribosomal protein L20	NGO_0298	rplT	gene	50S ribosomal protein L20
NGFG_00444		gene	phenylalanyl-tRNA synthetase alpha chain	"	Nmen	FA1090"	NMB0724	pheS	gene	phenylalanine--tRNA ligase subunit alpha	NGO_0299	pheS	gene	phenylalanine--tRNA ligase subunit alpha
NGFG_00445	vsr	gene	DNA mismatch endonuclease Vsr	"	FA1090"					NGO_0300		gene	very short patch repair endonuclease
NGFG_00446		gene	DNA (cytosine-5-)-methyltransferase	"	FA1090"					NGO_01615		gene	DNA cytosine methyltransferase
NGFG_00447		gene	hypothetical protein	"	FA1090"					NGO_0302		gene	hypothetical protein
NGFG_00448		gene	restriction endonuclease	"	FA1090"					NGO_0303		gene	endonuclease
NGFG_00449		gene	phenylalanyl-tRNA synthetase beta chain	"	Nmen	FA1090"	NMB0728		gene	phenylalanine--tRNA ligase subunit beta	NGO_0304		gene	phenylalanine--tRNA ligase subunit beta
