locustag_in_Ngo	gene	gene_takenfrom	locustag_in_Nmen	locustag_in_FA1090	product_in_Ngo	product_in_Nmen	product_in_FA1090
NGFG_00348	hisA	Nmen_FA1090_fromgene	NMB0629	NGO_0212	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
NGFG_00349	hisH	Nmen_FA1090_fromgene	NMB0630	NGO_0213	imidazole glycerol phosphate synthase subunit hisH	imidazole glycerol phosphate synthase subunit HisH	imidazole glycerol phosphate synthase subunit HisH
NGFG_00350	pta	Nmen_FA1090_fromgene	NMB0631	NGO_0214	phosphate acetyltransferase	phosphate acetyltransferase	phosphate acetyltransferase
NGFG_00351	fbpC	Nmen_FA1090_fromproduct	NMB0632	NGO_0215	Fe(3+) ions import ATP-binding protein FbpC	heme ABC transporter ATP-binding protein FbpC	heme ABC transporter ATP-binding protein FbpC
NGFG_00352	fbpB	Nmen_FA1090_fromproduct	NMB0633	NGO_0216	Fe(3+)-transport system permease fbpB 2	heme ABC transporter permease FbpB	heme ABC transporter permease FbpB
NGFG_00353	fbpA	Nmen_FA1090_fromproduct	NMB0634	NGO_0217	major ferric iron-binding protein	heme ABC transporter substrate-binding protein FbpA	heme ABC transporter substrate-binding protein FbpA
NGFG_00355			NMB0636	NGO_0218	hypothetical protein	DUF4375 domain-containing protein	DUF4375 domain-containing protein
NGFG_00356	argH	Nmen_FA1090_fromgene	NMB0637	NGO_0219	argininosuccinate lyase	argininosuccinate lyase	argininosuccinate lyase
NGFG_00357	galU	Nmen_FA1090_fromgene	NMB0638	NGO_0220	UTP-glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate uridylyltransferase GalU	UTP--glucose-1-phosphate uridylyltransferase GalU
NGFG_00358	rdgB	Nmen_FA1090_fromgene	NMB0639	NGO_0221	nucleoside-triphosphatase	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
NGFG_00359			NMB0640	NGO_0222	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00360			NMB0641	NGO_0223	inorganic pyrophosphatase	inorganic diphosphatase	inorganic diphosphatase
NGFG_00361	nudB	Nmen_FA1090_fromgene	NMB0642	NGO_0224	dATP pyrophosphohydrolase	dihydroneopterin triphosphate diphosphatase	dihydroneopterin triphosphate diphosphatase
NGFG_06003			NMBt21	NGO_t04	tRNA-Pro	tRNA-Pro	tRNA-Pro
NGFG_00362	mafB	Nmen_FA1090_fromgene	NMB0643	NGO_0225	MafB family adhesin protein	polymorphic toxin MafB class 2	polymorphic toxin MafB class 2
NGFG_00363			NMB0648	NGO_0226	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_02270					hypothetical protein		hypothetical protein
NGFG_00364					hypothetical protein		immunity protein 31
NGFG_00366			NMB0651	NGO_0229	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_02271	trk	Nmen_FA1090_fromproduct	NMB0661	NGO_0230	TrkH family potassium uptake protein	potassium transporter Trk	potassium transporter Trk
NGFG_02272				NGO_0231	Bis(5'-nucleosyl)-tetraphosphatase	symmetrical bis(5'-nucleosyl)-tetraphosphatase	symmetrical bis(5'-nucleosyl)-tetraphosphatase
NGFG_00368			NMB0662	NGO_0232	endoribonuclease L-PSP	RidA family protein	RidA family protein
NGFG_00369	nspA	Nmen_FA1090_fromgene	NMB0663	NGO_0233	opacity protein	outer membrane beta-barrel protein NspA	outer membrane beta-barrel protein NspA
NGFG_00371			NMB0665	NGO_0234	oxygen-independent coproporphyrinogen III oxidase	oxygen-independent coproporphyrinogen III oxidase-like protein	oxygen-independent coproporphyrinogen III oxidase-like protein
NGFG_00372	ligA	Nmen_FA1090_fromgene	NMB0666	NGO_0235	DNA ligase	NAD-dependent DNA ligase LigA	NAD-dependent DNA ligase LigA
NGFG_00373	zipA	Nmen_FA1090_fromproduct	NMB0667	NGO_0236	hypothetical protein	cell division protein ZipA	cell division protein ZipA
NGFG_00374	ampD	Nmen_FA1090_fromgene	NMB0668	NGO_0237	N-acetyl-anhydromuranmyl-L-alanine amidase AmpD	1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
NGFG_00375	mltG	Nmen_FA1090_fromgene	NMB0669	NGO_0238	aminodeoxychorismate lyase	endolytic transglycosylase MltG	endolytic transglycosylase MltG
NGFG_00376			NMB0670	NGO_0239	thymidylate kinase	dTMP kinase	dTMP kinase
NGFG_00377			NMB0671	NGO_0240	malate dehydrogenase	malic enzyme	malic enzyme
NGFG_00378				NGO_0241	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00379			NMB0672	NGO_0242	tetraacyldisaccharide 4'-kinase	tetraacyldisaccharide 4'-kinase	tetraacyldisaccharide 4'-kinase
NGFG_02273			NMB0673	NGO_0243	hypothetical protein	DUF2059 domain-containing protein	DUF2059 domain-containing protein
NGFG_00381	kdsB	Nmen_FA1090_fromgene	NMB0675	NGO_0245	3-deoxy-manno-octulosonate cytidylyltransferase	3-deoxy-manno-octulosonate cytidylyltransferase	3-deoxy-manno-octulosonate cytidylyltransferase
NGFG_02274			NMB0676	NGO_0246	hypothetical protein	3-deoxy-manno-octulosonate cytidylyltransferase	hypothetical protein
NGFG_00383				NGO_0247	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_06004			NMBt22	NGO_t05	tRNA-Ser	tRNA-Ser	tRNA-Ser
NGFG_00384			NMB0678	NGO_0248	tryptophan synthase alpha chain	tryptophan synthase subunit alpha	tryptophan synthase subunit alpha
NGFG_00385			NMB0679	NGO_0249	acetyl-CoA carboxylase%2C carboxyl transferase%2C beta subunit	acetyl-CoA carboxylase carboxyltransferase subunit beta	acetyl-CoA carboxylase carboxyltransferase subunit beta
NGFG_00386	cnp1	Nmen_fromproduct	NMB0680	NGO_0250	hypothetical protein	cryptic protein cnp1	CNP1-like family protein
NGFG_00387			NMB0681	NGO_01355	UPF0033 protein	sulfurtransferase TusA family protein	sulfurtransferase TusA family protein
NGFG_02275				NGO_0252	lipoprotein		hypothetical protein
NGFG_02276				NGO_00195	hypothetical protein	IS630 family transposase	transposase
NGFG_02277			NMB1386		hypothetical protein	hypothetical protein	transposase
NGFG_00390	pyrC	Nmen_FA1090_fromgene	NMB0682	NGO_0255	dihydroorotase	dihydroorotase	dihydroorotase
NGFG_00391	nusB	Nmen_FA1090_fromgene	NMB0683	NGO_0256	transcription antitermination factor NusB	transcription antitermination factor NusB	transcription antitermination factor NusB
NGFG_00392			NMB0684	NGO_0257	6%2C7-dimethyl-8-ribityllumazine synthase	6%2C7-dimethyl-8-ribityllumazine synthase	6%2C7-dimethyl-8-ribityllumazine synthase
NGFG_00393			NMB0685	NGO_0258	hypothetical protein	DUF2185 domain-containing protein	DUF2185 domain-containing protein
NGFG_02278	rnc	Nmen_FA1090_fromgene	NMB0686	NGO_0259	ribonuclease 3	ribonuclease III	ribonuclease III
NGFG_00396	era	Nmen_FA1090_fromproduct	NMB0687	NGO_0260	GTPase Era	GTPase Era	GTPase Era
NGFG_02279	lbpB	Nmen_fromgene	NMB1541		hypothetical protein	lactoferrin-binding protein LbpB	
NGFG_00398	lbpB	Nmen_fromgene	NMB1541		lactoferrin binding protein B	lactoferrin-binding protein LbpB	
NGFG_00400	lbpA	Nmen_fromproduct	NMB1540	NGO_01405	lactoferrin-binding protein A	lactoferrin/transferrin-binding protein LbpA	lactoferrin/transferrin family TonB-dependent receptor
NGFG_00401			NMB0688	NGO_0261	N-(5'-phosphoribosyl)anthranilate isomerase	phosphoribosylanthranilate isomerase	phosphoribosylanthranilate isomerase
NGFG_00402	greB	Nmen_FA1090_fromgene	NMB0689	NGO_0262	transcription elongation factor greB	transcription elongation factor GreB	transcription elongation factor GreB
NGFG_00403	purF	Nmen_FA1090_fromgene	NMB0690	NGO_0263	amidophosphoribosyltransferase	amidophosphoribosyltransferase	amidophosphoribosyltransferase
NGFG_00405			NMB0691	NGO_0264	colicin V production membrane protein	CvpA family protein	CvpA family protein
NGFG_00406	ftsN	Nmen_FA1090_fromgene	NMB0692	NGO_0265	cell division protein FtsN	cell division protein FtsN	cell division protein FtsN
NGFG_00407	folC	Nmen_FA1090_fromgene	NMB0693	NGO_0266	FolC protein	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	bifunctional tetrahydrofolate synthase/dihydrofolate synthase
NGFG_00408	folI	Nmen_fromproduct	NMB0694	NGO_0267	transcriptional regulator FolI	transcriptional regulator FolI	transcriptional regulator
NGFG_00409			NMB0695	NGO_0268	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00410			NMB0696	NGO_0269	polar amino acid ABC transporter ATP-binding protein	amino acid ABC transporter ATP-binding protein	amino acid ABC transporter ATP-binding protein
NGFG_00411				NGO_0270	hypothetical protein		hypothetical protein
NGFG_00412				NGO_0271	hypothetical protein		GTP pyrophosphokinase
NGFG_00413	rsmA	Nmen_FA1090_fromgene	NMB0697	NGO_0272	ribosomal RNA small subunit methyltransferase A	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
NGFG_00414			NMB0698	NGO_01470	hypothetical protein	DNA glycosylase	DNA glycosylase
NGFG_00415	trpB	Nmen_FA1090_fromgene	NMB0699	NGO_0274	tryptophan synthase beta chain	tryptophan synthase subunit beta	tryptophan synthase subunit beta
NGFG_00416	iga	Nmen_fromgene	NMB0700	NGO_0275	IgA-specific serine endopeptidase autotransporter	IgA-specific serine endopeptidase autotransporter	autotransporter domain-containing protein
NGFG_00417			NMB0702	NGO_0276	competence protein ComA	DNA internalization-related competence protein ComEC/Rec2	DNA internalization-related competence protein ComEC/Rec2
NGFG_00418	bamD	Nmen_FA1090_fromproduct	NMB0703	NGO_0277	competence lipoprotein ComL	outer membrane protein assembly factor BamD	outer membrane protein assembly factor BamD
NGFG_00419	rluD	Nmen_FA1090_fromgene	NMB0704	NGO_0278	ribosomal large subunit pseudouridine synthase D	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	23S rRNA pseudouridine(1911/1915/1917) synthase RluD
NGFG_00420			NMB0705	NGO_01500		bile acid:sodium symporter family protein	bile acid:sodium symporter family protein
NGFG_00422	pgeF	Nmen_FA1090_fromgene	NMB0706	NGO_0281	hypothetical protein	peptidoglycan editing factor PgeF	peptidoglycan editing factor PgeF
NGFG_00423			NMB0707	NGO_0282	rare lipoprotein B	hypothetical protein	lipoprotein
NGFG_00424			NMB0708	NGO_0283	DNA polymerase III%2C delta subunit	DNA polymerase III subunit delta	DNA polymerase III subunit delta
NGFG_00425			NMB0709	NGO_0284	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00426			NMB0710	NGO_0285	RDD family protein	RDD family protein	RDD family protein
NGFG_00427			NMB0711	NGO_0286	hypothetical protein	YicC family protein	YicC family protein
NGFG_00428				NGO_01540	UPF0114 protein		TIGR00645 family protein
NGFG_00429					hypothetical protein		
NGFG_00430	rpoH	Nmen_FA1090_fromgene	NMB0712	NGO_0288	alternative sigma factor RpoH	RNA polymerase sigma factor RpoH	RNA polymerase sigma factor RpoH
NGFG_00432	lnt	Nmen_FA1090_fromgene	NMB0713	NGO_0289	apolipoprotein N-acyltransferase	apolipoprotein N-acyltransferase	apolipoprotein N-acyltransferase
NGFG_00433				NGO_0290	hypothetical protein	hypothetical protein	DUF808 domain-containing protein
NGFG_00435			NMB0716	NGO_0291	cell volume regulation potassium/proton antiporter	hypothetical protein	potassium/proton antiporter
NGFG_02280			NMB0717	NGO_0292	cytochrome c	cytochrome c	cytochrome c2
NGFG_02281			NMB0718	NGO_0293	ferrochelatase	ferrochelatase	ferrochelatase
NGFG_00439	tgt	Nmen_FA1090_fromgene	NMB0719	NGO_0294	queuine tRNA-ribosyltransferase	tRNA guanosine(34) transglycosylase Tgt	tRNA guanosine(34) transglycosylase Tgt
NGFG_06005			NMBt23	NGO_t06	tRNA-Val	tRNA-Val	tRNA-Val
NGFG_00440	thrS	Nmen_FA1090_fromgene	NMB0720	NGO_0295	threonyl-tRNA synthetase	threonine--tRNA ligase	threonine--tRNA ligase
NGFG_00441	infC	Nmen_FA1090_fromgene	NMB0721	NGO_0296	translation initiation factor IF-3	translation initiation factor IF-3	translation initiation factor IF-3
NGFG_00442	rpmI	Nmen_FA1090_fromgene	NMB0722	NGO_0297	50S ribosomal protein L35	50S ribosomal protein L35	50S ribosomal protein L35
NGFG_00443	rplT	Nmen_FA1090_fromgene	NMB0723	NGO_0298	50S ribosomal protein L20	50S ribosomal protein L20	50S ribosomal protein L20
NGFG_00444	pheS	Nmen_FA1090_fromgene	NMB0724	NGO_0299	phenylalanyl-tRNA synthetase alpha chain	phenylalanine--tRNA ligase subunit alpha	phenylalanine--tRNA ligase subunit alpha
NGFG_00445				NGO_0300	DNA mismatch endonuclease Vsr		very short patch repair endonuclease
NGFG_00446				NGO_01615	DNA (cytosine-5-)-methyltransferase		DNA cytosine methyltransferase
NGFG_00447				NGO_0302	hypothetical protein		hypothetical protein
NGFG_00448				NGO_0303	restriction endonuclease		endonuclease
NGFG_00449			NMB0728	NGO_0304	phenylalanyl-tRNA synthetase beta chain	phenylalanine--tRNA ligase subunit beta	phenylalanine--tRNA ligase subunit beta
NGFG_00450			NMB0729	NGO_0305	integration host factor subunit alpha	integration host factor subunit alpha	integration host factor subunit alpha
NGFG_00451				NGO_0306	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00452	fxsA	Nmen_FA1090_fromgene	NMB0730	NGO_0307	FxsA-like membrane protein	membrane protein FxsA	membrane protein FxsA
NGFG_00453			NMB0731	NGO_01650	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00454	bioA	Nmen_FA1090_fromgene	NMB0732	NGO_0308	adenosylmethionine-8-amino-7-oxononanoate transaminase	adenosylmethionine--8-amino-7-oxononanoate transaminase	adenosylmethionine--8-amino-7-oxononanoate transaminase
NGFG_00455	bioD	Nmen_FA1090_fromgene	NMB0733	NGO_0309	dethiobiotin synthetase	ATP-dependent dethiobiotin synthetase BioD	ATP-dependent dethiobiotin synthetase BioD
NGFG_00456			NMB0734	NGO_0310	chorismate-pyruvate lyase	chorismate lyase	chorismate lyase
NGFG_00458	ubiA	Nmen_FA1090_fromgene	NMB0735	NGO_0312	4-hydroxybenzoate octaprenyltransferase	4-hydroxybenzoate octaprenyltransferase	4-hydroxybenzoate octaprenyltransferase
NGFG_00459	ptsN	Nmen_FA1090_fromgene	NMB0736	NGO_0313	PTS IIA-like nitrogen-regulatory protein PtsN	PTS IIA-like nitrogen regulatory protein PtsN	PTS IIA-like nitrogen regulatory protein PtsN
NGFG_00460			NMB0737	NGO_0314	HPr kinase/phosphorylase	HPr kinase/phosphorylase	HPr kinase/phosphorylase
NGFG_00461	rapZ	Nmen_FA1090_fromgene	NMB0738	NGO_0315	UPF0042 nucleotide-binding protein	RNase adapter RapZ	RNase adapter RapZ
NGFG_00462	ylqF	Nmen_FA1090_fromgene		NGO_0316	ribosome biogenesis GTP-binding protein YlqF	ribosome biogenesis GTPase YlqF	ribosome biogenesis GTPase YlqF
NGFG_00463	scpB	Nmen_FA1090_fromproduct		NGO_0317	segregation and condensation protein B	SMC-Scp complex subunit ScpB	SMC-Scp complex subunit ScpB
NGFG_00464	recN	Nmen_FA1090_fromgene	NMB0740	NGO_0318	DNA repair protein RecN	DNA repair protein RecN	DNA repair protein RecN
NGFG_06006			NMBt24	NGO_t07	tRNA-Arg	tRNA-Arg	tRNA-Arg
NGFG_06007			NMBt25	NGO_t08	tRNA-Glu	tRNA-Glu	tRNA-Glu
NGFG_00466	mnmC	Nmen_FA1090_fromgene	NMB0741	NGO_0319	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC domain protein	FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
NGFG_00467			NMB0742	NGO_0320	hypothetical protein	DUF971 domain-containing protein	DUF971 domain-containing protein
NGFG_00468	ubiE	Nmen_FA1090_fromgene	NMB0743	NGO_0321	ubiquinone/menaquinone biosynthesis methyltransferase ubiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE
NGFG_00469			NMB0744	NGO_0322	hypothetical protein	pyridoxamine 5'-phosphate oxidase family protein	hypothetical protein
NGFG_00470	folK	Nmen_FA1090_fromgene	NMB0745	NGO_0323	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
NGFG_00471			NMB0746	NGO_0324	SirB family regulatory protein	SirB2 family protein	SirB2 family protein
NGFG_00472			NMB0747	NGO_01750	hypothetical protein	class I SAM-dependent methyltransferase	methyltransferase domain-containing protein
NGFG_00473			NMB0747	NGO_01750	hypothetical protein	class I SAM-dependent methyltransferase	methyltransferase domain-containing protein
NGFG_00474	hfq	Nmen_FA1090_fromgene	NMB0748	NGO_0326	RNA chaperone Hfq	RNA chaperone Hfq	RNA chaperone Hfq
NGFG_00475			NMB0749	NGO_0327	D-alanyl-D-alanine endopeptidase (penicillin-binding protein 7)	serine hydrolase	serine hydrolase
NGFG_00477			NMB0750	NGO_0328	bacterioferritin comigratory protein	peroxiredoxin	peroxiredoxin
NGFG_00478	xerD	Nmen_FA1090_fromgene	NMB0751	NGO_0329	tyrosine recombinase xerD	site-specific tyrosine recombinase XerD	site-specific tyrosine recombinase XerD
NGFG_00479			NMB0752	NGO_01775	bacterioferritin-associated ferredoxin	bacterioferritin-associated ferredoxin	bacterioferritin-associated ferredoxin
NGFG_00480			NMB0753	NGO_0331	thioredoxin	glutaredoxin family protein	glutaredoxin family protein
NGFG_00482	rfbD	Nmen_FA1090_fromgene	NMB0756	NGO_0332	dTDP-4-dehydrorhamnose reductase	dTDP-4-dehydrorhamnose reductase	dTDP-4-dehydrorhamnose reductase
NGFG_00483			NMB0757	NGO_0333	phosphoribosylaminoimidazole-succinocarboxamide synthase	phosphoribosylaminoimidazolesuccinocarboxamide synthase	phosphoribosylaminoimidazolesuccinocarboxamide synthase
NGFG_02282	pnp	Nmen_FA1090_fromgene	NMB0758	NGO_0335	polyribonucleotide nucleotidyltransferase	polyribonucleotide nucleotidyltransferase	polyribonucleotide nucleotidyltransferase
NGFG_00486			NMB0759	NGO_0336	hypothetical protein	sulfite exporter TauE/SafE family protein	sulfite exporter TauE/SafE family protein
NGFG_00487				NGO_0337	lipoprotein	hypothetical protein	hypothetical protein
NGFG_00488	dapF	Nmen_FA1090_fromgene	NMB0760	NGO_0338	diaminopimelate epimerase	diaminopimelate epimerase	diaminopimelate epimerase
NGFG_00489				NGO_0339	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00490	cysK	Nmen_FA1090_fromgene	NMB0763	NGO_0340	cysteine synthase	cysteine synthase A	cysteine synthase A
NGFG_00491			NMB0764	NGO_01825	amino acid metabolite efflux pump	DMT family transporter	DMT family transporter
NGFG_00492			NMB0764	NGO_01825	hypothetical protein	DMT family transporter	DMT family transporter
NGFG_00495	lepB	Nmen_FA1090_fromgene	NMB0765	NGO_0343	signal peptidase I	signal peptidase I	signal peptidase I
NGFG_00496	lepA	Nmen_FA1090_fromgene	NMB0766	NGO_0344	GTP-binding protein LepA	elongation factor 4	elongation factor 4
NGFG_00497			NMB0767	NGO_0345	MTA/SAH nucleosidase	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	5'-methylthioadenosine/adenosylhomocysteine nucleosidase
NGFG_00498			NMB0768	NGO_0346	twitching motility protein	PilT/PilU family type 4a pilus ATPase	PilT/PilU family type 4a pilus ATPase
